year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,1945,1.6 B,Zhao,Fenggang,Zhao Fenggang,1966-01-01,58,Male,China,China,Ningde,Energy,['Energy'],,,True,Decreased
2024,4,1945,1.6 B,Zhou,Yahui,Zhou Yahui,1977-02-25,47,Male,China,China,Beijing,Media & Entertainment,['Media & Entertainment'],,,True,Returned to List
2024,4,2046,1.5 B,Aarnio-Wihuri,Antti,Antti Aarnio-Wihuri,1940-02-24,84,Male,Finland,Finland,Helsinki,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Agarwal,Manohar Lal,Manohar Lal Agarwal,1954-10-30,69,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Arai,Masaaki,Masaaki Arai,1965-10-29,58,Male,Japan,Japan,Tokyo,Real Estate,['Real Estate'],,,True,Decreased
2024,4,2046,1.5 B,Arkin,Mori,Mori Arkin,1952-09-24,71,Male,Israel,Israel,Herzliya Pituach,Healthcare,['Healthcare'],,,True,Remained Even
2024,4,2046,1.5 B,Armitage,John,John Armitage,1959-12-01,64,Male,Ireland,United Kingdom,London,Finance & Investments,['Finance & Investments'],Egerton Capital,,True,Decreased
2024,4,2046,1.5 B,Benetton,Barbara,Barbara Benetton,1969-07-02,54,Female,Italy,Italy,Campodoro,Fashion & Retail,['Fashion & Retail'],,,False,Remained Even
2024,4,2046,1.5 B,Bhartia,Hari,Hari Bhartia,1956-12-12,67,Male,India,India,Delhi,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Bhartia,Shyam,Shyam Bhartia,1952-11-09,71,Male,India,India,Delhi,Healthcare,['Healthcare'],,,False,Increased
2024,4,2046,1.5 B,Bloor,John,John Bloor,1943-06-16,80,Male,United Kingdom,United Kingdom,Aberdyfi,Diversified,['Diversified'],,,True,Increased
2024,4,2046,1.5 B,Bogdanov,Vladimir,Vladimir Bogdanov,1951-05-28,72,Male,Russia,Russia,Surgut,Energy,['Energy'],,,True,Increased
2024,4,2046,1.5 B,Burman,Amit,Amit Burman,1969-07-01,54,Male,India,India,Delhi,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Burman,Saket,Saket Burman,1977-03-10,47,Male,United Kingdom,United Arab Emirates,Dubai,Food & Beverage,['Food & Beverage'],,,False,Remained Even
2024,4,2046,1.5 B,Calik,Ahmet,Ahmet Calik,1958-03-01,66,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Remained Even
2024,4,2046,1.5 B,Chey,Tae-won,Chey Tae-won,1960-12-03,63,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,False,Decreased
2024,4,2046,1.5 B,Daurella Aguilera,Carmen,Carmen Daurella Aguilera,,,Female,Spain,Spain,Barcelona,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Dong,Fan,Dong Fan,,54,Male,China,China,Zhuhai,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Doris,Annalisa,Annalisa Doris,1970-05-07,53,Female,Italy,Italy,Segrate,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2046,1.5 B,Doris,Massimo,Massimo Doris,1967-06-09,56,Male,Italy,Italy,Milan,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2046,1.5 B,Eczacibasi,Bulent,Bulent Eczacibasi,1949-12-25,74,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,False,Decreased
2024,4,2046,1.5 B,Ermirio de Moraes,Jose Roberto,Jose Roberto Ermirio de Moraes,1957-11-30,66,Male,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Ermirio de Moraes Neto,Jose,Jose Ermirio de Moraes Neto,1952-06-17,71,Male,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Ezratti,Itzhak,Itzhak Ezratti & family,1952-10-14,71,Male,United States,United States,Indian Creek,Real Estate,['Real Estate'],,,True,
2024,4,2046,1.5 B,Fan,Zheng,Zheng Fan,1979-01-01,45,Male,China,China,Beijing,Automotive,['Automotive'],,,True,
2024,4,2046,1.5 B,Fartushnyak,Nikolay,Nikolay Fartushnyak,1966-01-10,58,Male,Russia,Switzerland,,Fashion & Retail,['Fashion & Retail'],,,True,
2024,4,2046,1.5 B,Feffer,Daniel,Daniel Feffer,1959-10-28,64,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,2046,1.5 B,Feffer,Jorge,Jorge Feffer & family,1965-01-01,59,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Returned to List
2024,4,2046,1.5 B,Feffer,Ruben,Ruben Feffer,,54,Male,Brazil,Brazil,São Paulo,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,2046,1.5 B,Fisher,Doris,Doris Fisher,1931-08-23,92,Female,United States,United States,San Francisco,Fashion & Retail,['Fashion & Retail'],Gap Inc.,Cofounder,True,Decreased
2024,4,2046,1.5 B,Fisher,William,William Fisher,1957-04-01,67,Male,United States,United States,San Francisco,Fashion & Retail,['Fashion & Retail'],Gap Inc.,Director,False,Increased
2024,4,2046,1.5 B,Freier,Bernd,Bernd Freier,1957-01-01,67,Male,Germany,Germany,Rottendorf,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,2046,1.5 B,Fukushima,Yasuhiro,Yasuhiro Fukushima,1947-08-18,76,Male,Japan,Japan,Tokyo,Media & Entertainment,['Media & Entertainment'],,,True,Decreased
2024,4,2046,1.5 B,Gao,Yi,Gao Yi & family,1968-10-25,55,Male,China,China,Changsha,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Gerry,Alan,Alan Gerry,1928-12-25,95,Male,United States,United States,Liberty,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,2046,1.5 B,Gertler,Dan,Dan Gertler,1973-12-23,50,Male,Israel,Israel,Bnei Brak,Metals & Mining,['Metals & Mining'],,,False,Increased
2024,4,2046,1.5 B,Giuliani,Giammaria,Giammaria Giuliani,1978-02-20,46,Male,Switzerland,Switzerland,Montagnola,Healthcare,['Healthcare'],,,False,Decreased
2024,4,2046,1.5 B,Hagen,Torstein,Torstein Hagen,1943-02-18,81,Male,Norway,Switzerland,Lucerne,Service,['Service'],,,True,Increased
2024,4,2046,1.5 B,Ito,Junro,Junro Ito,1958-06-14,65,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,2046,1.5 B,Ito,Yasuhisa,Yasuhisa Ito,,,Male,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,2046,1.5 B,Jackson,Peter,Peter Jackson,1961-10-31,62,Male,New Zealand,New Zealand,Wellington,Media & Entertainment,['Media & Entertainment'],Film,Director,True,Remained Even
2024,4,2046,1.5 B,Jarislowsky,Stephen,Stephen Jarislowsky,1925-09-09,98,Male,Canada,Canada,Montreal,Finance & Investments,['Finance & Investments'],Jarislowsky & Fraser,Cofounder and Chairman,True,Remained Even
2024,4,2046,1.5 B,Kanwar,Onkar,Onkar Kanwar,1942-12-13,81,Male,India,India,Delhi,Automotive,['Automotive'],,,False,
2024,4,2046,1.5 B,Karam,Andrew,Andrew Karam,1982-02-12,42,Male,United States,United States,Menlo Park,Media & Entertainment,['Media & Entertainment'],,,True,Returned to List
2024,4,2046,1.5 B,Ke,Xiping,Ke Xiping & family,1960-06-07,63,Male,China,China,Xiamen,Diversified,['Diversified'],,,True,Remained Even
2024,4,2046,1.5 B,Kirk,Randal J.,Randal J. Kirk,1954-03-01,70,Male,United States,United States,Manalapan,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Koh,Wee Meng,Koh Wee Meng,1963-07-01,60,Male,Singapore,Singapore,Singapore,Real Estate,['Real Estate'],,,True,Increased
2024,4,2046,1.5 B,Krivenko,Andrei,Andrei Krivenko,1975-07-25,48,Male,Russia,Russia,Moscow,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2046,1.5 B,Lai,Jianping,Lai Jianping,,,Male,China,China,Foshan,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2046,1.5 B,Lau,Cho Kun,Lau Cho Kun,1936-01-10,88,Male,Malaysia,Malaysia,"Tawau, Sabah",Diversified,['Diversified'],,,False,Decreased
2024,4,2046,1.5 B,Lau,Joe,Joe Lau,1989-07-01,34,Male,United States,United States,Stanford,Technology,['Technology'],,,True,Decreased
2024,4,2046,1.5 B,Lee,Paul,Paul Lee,1958-01-01,66,Male,United States,China,Yuxi,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2046,1.5 B,Lee,Su-jin,Lee Su-jin,1978-02-01,46,Male,South Korea,South Korea,Seoul,Technology,['Technology'],,,True,Increased
2024,4,2046,1.5 B,Lei,Jufang,Lei Jufang,1953-01-03,71,Female,China,China,Lanzhou,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Lewis,Bernard,Bernard Lewis & family,1926-02-10,98,Male,United Kingdom,United Kingdom,London,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,2046,1.5 B,Li,Jet Jie,Jet Jie Li,1975-01-01,49,Male,China,China,Shanghai,Logistics,['Logistics'],,,True,
2024,4,2046,1.5 B,Li,Weiguo,Li Weiguo,1965-01-01,59,Male,China,China,Beijing,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2046,1.5 B,Liu,Sara,Sara Liu,1962-01-01,62,Female,United States,United States,San Jose,Technology,['Technology'],,,True,
2024,4,2046,1.5 B,Lohia,Aloke,Aloke Lohia,1958-11-27,65,Male,India,Thailand,Bangkok,Manufacturing,['Manufacturing'],,,False,Decreased
2024,4,2046,1.5 B,Louie,Brandt,Brandt Louie,1943-07-05,80,Male,Canada,Canada,Vancouver,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,2046,1.5 B,Maezawa,Yusaku,Yusaku Maezawa,1975-11-22,48,Male,Japan,Japan,Chiba,Technology,['Technology'],,,True,Decreased
2024,4,2046,1.5 B,Marcus,George,George Marcus,1941-08-15,82,Male,United States,United States,Los Altos Hills,Real Estate,['Real Estate'],,,True,Increased
2024,4,2046,1.5 B,Martinos,Athanasios,Athanasios Martinos & family,1950-01-01,74,Male,Greece,Greece,Athens,Logistics,['Logistics'],,,True,
2024,4,2046,1.5 B,Michael,Jeffrey,Jeffrey Michael & family,1956-07-18,67,Male,United States,United States,Minnetonka,Technology,['Technology'],,,True,Increased
2024,4,2046,1.5 B,Moraes,Neide Helena de,Neide Helena de Moraes,1955-02-15,69,Female,Brazil,Brazil,Sao Paulo,Diversified,['Diversified'],,,False,Increased
2024,4,2046,1.5 B,Mouawad,Robert,Robert Mouawad,1945-01-01,79,Male,Lebanon,Bahrain,Manama,Service,['Service'],,,False,Remained Even
2024,4,2046,1.5 B,Navarro,Ben,Ben Navarro,1962-11-02,61,Male,United States,United States,Charleston,Finance & Investments,['Finance & Investments'],,,True,
2024,4,2046,1.5 B,Park,Soon-jae,Park Soon-jae,1954-12-22,69,Male,South Korea,South Korea,Daejeon,Healthcare,['Healthcare'],,,True,
2024,4,2046,1.5 B,Persson,Tom,Tom Persson,1985-01-01,39,Male,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,2046,1.5 B,Phillips,Catherine,Catherine Phillips,,,Female,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,True,Returned to List
2024,4,2046,1.5 B,Phillips,John,John Phillips,1951-01-01,73,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,True,Returned to List
2024,4,2046,1.5 B,Prasad,G.V.,G.V. Prasad,1960-11-22,63,Male,India,India,Hyderabad,Healthcare,['Healthcare'],,,False,Increased
2024,4,2046,1.5 B,Pritzker Simmons,Liesel,Liesel Pritzker Simmons,1984-03-15,40,Female,United States,United States,Concord,Diversified,['Diversified'],,,False,
2024,4,2046,1.5 B,Rane,Jimmy,Jimmy Rane,1946-09-15,77,Male,United States,United States,Abbeville,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,2046,1.5 B,Ratanarak,Krit,Krit Ratanarak,1946-04-19,77,Male,Thailand,Thailand,Bangkok,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2024,4,2046,1.5 B,Rotenberg,Igor,Igor Rotenberg,1973-05-09,50,Male,Russia,Russia,Moscow,Diversified,['Diversified'],,,True,Increased
2024,4,2046,1.5 B,Ruan,Shuilong,Ruan Shuilong & family,1935-12-01,88,Male,China,China,Shangyu,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2046,1.5 B,Schwartz,Gerald,Gerald Schwartz,1941-11-24,82,Male,Canada,Canada,Toronto,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,2046,1.5 B,Sciarra,Paul,Paul Sciarra,1981-02-15,43,Male,United States,United States,San Francisco,Technology,['Technology'],,,True,Increased
2024,4,2046,1.5 B,Sijbrandij,Sytse 'Sid',Sytse 'Sid' Sijbrandij,1979-08-01,44,Male,Netherlands,United States,San Francisco,Technology,['Technology'],,,True,Increased
2024,4,2046,1.5 B,Soderstrom,Charlotte,Charlotte Soderstrom,1977-01-01,47,Female,Sweden,Sweden,Stockholm,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,2046,1.5 B,Springer,Timothy,Timothy Springer,1948-02-23,76,Male,United States,United States,Chestnut Hill,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Steinbrenner,Hal,Hal Steinbrenner,1968-12-03,55,Male,United States,United States,Tampa,Sports,['Sports'],,,False,Increased
2024,4,2046,1.5 B,Steinbrenner,Jessica,Jessica Steinbrenner,1964-03-26,60,Female,United States,United States,Tampa,Sports,['Sports'],,,False,Increased
2024,4,2046,1.5 B,Steinbrenner Swindal,Jennifer,Jennifer Steinbrenner Swindal,1959-07-28,64,Female,United States,United States,Tampa,Sports,['Sports'],,,False,Increased
2024,4,2046,1.5 B,Stolte,Christopher,Christopher Stolte,1972-12-06,51,Male,United States,United States,Seattle,Technology,['Technology'],,,True,
2024,4,2046,1.5 B,Tang,Ling,Ling Tang,,,Female,Canada,,,Media & Entertainment,['Media & Entertainment'],,,True,
2024,4,2046,1.5 B,Tangney,Jeff,Jeff Tangney,1972-08-09,51,Male,United States,United States,Palo Alto,Healthcare,['Healthcare'],Doximity,CEO,True,Remained Even
2024,4,2046,1.5 B,Taravella,Alain,Alain Taravella,1948-01-01,76,Male,France,France,Paris,Real Estate,['Real Estate'],,,True,Decreased
2024,4,2046,1.5 B,Thyssen,Carmen,Carmen Thyssen,1943-04-23,80,Female,Spain,Andorra,,Manufacturing,['Manufacturing'],,,False,Remained Even
2024,4,2046,1.5 B,Van Lieshout,John,John Van Lieshout,1946-01-12,78,Male,Australia,Australia,Brisbane,Real Estate,['Real Estate'],,,True,Increased
2024,4,2046,1.5 B,Viswanathan,Nikil,Nikil Viswanathan,1987-10-16,36,Male,United States,United States,San Francisco,Technology,['Technology'],,,True,Decreased
2024,4,2046,1.5 B,Volozh,Arkady,Arkady Volozh,1964-02-11,60,Male,Russia,Israel,Tel Aviv,Technology,['Technology'],,,True,Increased
2024,4,2046,1.5 B,Wallin,Chris,Chris Wallin,1953-01-01,71,Male,Australia,Australia,Brisbane,Metals & Mining,['Metals & Mining'],,,True,Decreased
2024,4,2046,1.5 B,Wang,Junmin,Wang Junmin,1968-12-12,55,Male,China,China,Chengdu,Healthcare,['Healthcare'],,,True,Remained Even
2024,4,2046,1.5 B,Winn,Stephen,Stephen Winn,1946-09-12,77,Male,United States,United States,Dallas,Real Estate,['Real Estate'],,,True,Decreased
2024,4,2046,1.5 B,Wu,Lanlan,Wu Lanlan & family,1974-01-01,50,Female,China,China,Shenzhen,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2046,1.5 B,Wu,Yulan,Wu Yulan,1969-08-26,54,Female,China,China,Lianyungang,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2046,1.5 B,Xiang,Guangming,Xiang Guangming & family,1963-10-01,60,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2046,1.5 B,Xu,Chuanhua,Xu Chuanhua & family,1935-01-01,89,Male,China,China,Hangzhou,Manufacturing,['Manufacturing'],Transfar Group,Founder,True,Decreased
2024,4,2046,1.5 B,Xu,Zhenhua,Xu Zhenhua,,,Male,China,China,Shanghai,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,2046,1.5 B,Xue,Xiangdong,Xue Xiangdong & family,1959-02-10,65,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2024,4,2046,1.5 B,Yamamoto,Hisako,Hisako Yamamoto,,,Female,Japan,Japan,Tokyo,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,2046,1.5 B,Yi,Dasheng,Yi Dasheng,1961-02-01,63,Male,China,China,Changsha,Diversified,['Diversified'],,,True,Decreased
2024,4,2046,1.5 B,Yuan,Justin,Justin Yuan,,,Male,China,China,Shanghai,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,2046,1.5 B,Yuan,Zhongxue,Yuan Zhongxue,1955-05-01,68,Male,China,China,Qingdao,Manufacturing,['Manufacturing'],,,True,
2024,4,2046,1.5 B,Zeller,Christoph,Christoph Zeller,1957-05-04,66,Male,Liechtenstein,Liechtenstein,Vaduz,Healthcare,['Healthcare'],,,False,Decreased
2024,4,2046,1.5 B,Zhao,Ivan,Ivan Zhao,1986-05-31,37,Male,Canada,United States,San Francisco,Technology,['Technology'],,,True,
2024,4,2152,1.4 B,Adcock,Brett,Brett Adcock,1986-04-06,37,Male,United States,United States,Palo Alto,Technology,['Technology'],Figure,CEO & founder,True,
2024,4,2152,1.4 B,Afeyan,Noubar,Noubar Afeyan,1962-07-25,61,Male,United States,United States,Lexington,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2152,1.4 B,Agarwal,Radhe Shyam,Radhe Shyam Agarwal,1945-02-01,79,Male,India,India,Kolkata,Fashion & Retail,['Fashion & Retail'],,,True,Returned to List
2024,4,2152,1.4 B,Akin,Hamdi,Hamdi Akin & family,1955-01-01,69,Male,Turkey,Turkey,Istanbul,Diversified,['Diversified'],,,True,Decreased
2024,4,2152,1.4 B,Angelini Rossi,Patricia,Patricia Angelini Rossi,1954-04-05,69,Female,Chile,Chile,Santiago,Diversified,['Diversified'],,,False,Decreased
2024,4,2152,1.4 B,Aristrain,Jose Maria,Jose Maria Aristrain,1962-11-02,61,Male,Spain,Switzerland,Gstaad,Metals & Mining,['Metals & Mining'],,,False,Increased
2024,4,2152,1.4 B,Aviram,Ziv,Ziv Aviram,1959-01-03,65,Male,Israel,Israel,Mevaseret Zion,Automotive,['Automotive'],,,True,Increased
2024,4,2152,1.4 B,Awotona,Tope,Tope Awotona,1981-04-22,42,Male,United States,United States,Atlanta,Technology,['Technology'],Calendly,,True,Increased
2024,4,2152,1.4 B,Bansal,Binny,Binny Bansal,1982-12-03,41,Male,India,Singapore,Singapore,Technology,['Technology'],,,True,Remained Even
2024,4,2152,1.4 B,Barki,Kiki,Kiki Barki,1939-11-25,84,Male,Indonesia,Indonesia,Jakarta,Energy,['Energy'],,,True,Increased
2024,4,2152,1.4 B,Benjelloun,Othman,Othman Benjelloun & family,1932-11-01,91,Male,Morocco,Morocco,Casablanca,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2152,1.4 B,Braun,Anna Maria,Anna Maria Braun,1979-01-01,45,Female,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,Increased
2024,4,2152,1.4 B,Braun,Johanna,Johanna Braun,1980-01-01,44,Female,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,Increased
2024,4,2152,1.4 B,Braun,Karl Friedrich,Karl Friedrich Braun,1983-01-01,41,Male,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,Increased
2024,4,2152,1.4 B,Braun,Ludwig Theodor,Ludwig Theodor Braun,1990-01-01,34,Male,Germany,Germany,Melsungen,Healthcare,['Healthcare'],,,False,Increased
2024,4,2152,1.4 B,Chang,Jing,Chang Jing,1982-08-01,41,Male,China,China,Beijing,Technology,['Technology'],,,True,Increased
2024,4,2152,1.4 B,Chen,Kaichen,Chen Kaichen,,,Male,China,China,Guangzhou,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2152,1.4 B,Clarke,Ronald,Ronald Clarke,1955-08-15,68,Male,United States,United States,Duluth,Technology,['Technology'],FleetCor Technologies ,CEO,True,Returned to List
2024,4,2152,1.4 B,Cortina,Alberto,Alberto Cortina,1946-01-20,78,Male,Spain,Spain,Madrid,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,2152,1.4 B,Costantini,Eduardo,Eduardo Costantini,1946-09-17,77,Male,Argentina,Argentina,Buenos Aires,Real Estate,['Real Estate'],,,True,Increased
2024,4,2152,1.4 B,Dai,Weili,Weili Dai,1961-09-14,62,Female,United States,United States,Las Vegas,Technology,['Technology'],Marvell Technology Group Ltd.,Cofounder-President,True,Increased
2024,4,2152,1.4 B,Della Valle,Diego,Diego Della Valle,1953-12-30,70,Male,Italy,Italy,Sant'' Elpidio A Mare,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,2152,1.4 B,Diona Teh ,Li Shian,Diona Teh Li Shian,,,Female,Malaysia,Singapore,Singapore,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,2152,1.4 B,Engelhardt,Henry,Henry Engelhardt,1958-01-17,66,Male,United States,United Kingdom,Cardiff,Finance & Investments,['Finance & Investments'],Admiral Group ,Chief Executive Officer,True,Increased
2024,4,2152,1.4 B,Ergen,Charles,Charles Ergen,1953-03-01,71,Male,United States,United States,Denver,Media & Entertainment,['Media & Entertainment'],DISH Network,Founder and Chairman,True,Decreased
2024,4,2152,1.4 B,Fang,Hongbo,Fang Hongbo,1967-01-01,57,Male,China,China,Shunde,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,2152,1.4 B,Friedman,Gary,Gary Friedman,1957-08-06,66,Male,United States,United States,Belvedere,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,2152,1.4 B,Fu,Guangming,Fu Guangming & family,1953-10-02,70,Male,China,China,Nanping,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2152,1.4 B,Ghodsi,Ali,Ali Ghodsi,1978-12-08,45,Male,Sweden,United States,San Francisco,Technology,['Technology'],,,True,Remained Even
2024,4,2152,1.4 B,Godha,Premchand,Premchand Godha,1947-01-01,77,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,True,Returned to List
2024,4,2152,1.4 B,Grynbaum,Artur,Artur Grynbaum,1969-03-20,55,Male,Brazil,Brazil,Curitiba,Fashion & Retail,['Fashion & Retail'],,Entrepreneur,True,
2024,4,2152,1.4 B,Gu,Wei,Gu Wei,1965-01-27,59,Male,China,China,Shenzhen,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2152,1.4 B,Gupta,Anil,Anil Gupta,1959-05-24,64,Male,India,India,New Delhi,Manufacturing,['Manufacturing'],,,False,
2024,4,2152,1.4 B,Hamied,Mustafa,Mustafa Hamied,1940-10-23,83,Male,India,India,Mumbai,Healthcare,['Healthcare'],,,False,Returned to List
2024,4,2152,1.4 B,Hariri,Ayman,Ayman Hariri,1978-05-16,45,Male,Lebanon,France,Paris,Construction & Engineering,['Construction & Engineering'],,,False,Remained Even
2024,4,2152,1.4 B,He,Zhenggang,He Zhenggang,1954-03-25,70,Male,China,China,Leshan,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,2152,1.4 B,Herlin,Heikki,Heikki Herlin,1987-01-01,37,Male,Finland,Finland,Helsinki,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,2152,1.4 B,Hiranandani,Niranjan,Niranjan Hiranandani,1950-03-08,74,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,True,Decreased
2024,4,2152,1.4 B,Hua,Xuande,Hua Xuande & family,1943-10-30,80,Male,China,China,Taizhou,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2152,1.4 B,Huang,Shan,Huang Shan,1970-08-09,53,Male,China,China,Shenzhen,Technology,['Technology'],,,True,Increased
2024,4,2152,1.4 B,Hunt,Clark,Clark Hunt & family,1965-02-15,59,Male,United States,United States,Dallas,Sports,['Sports'],,,False,
2024,4,2152,1.4 B,Hunt,Daniel,Daniel Hunt & family,1976-11-15,47,Male,United States,United States,Dallas,Sports,['Sports'],,,False,
2024,4,2152,1.4 B,Hunt,Lamar,"Lamar Hunt, Jr. & family",1956-10-15,67,Male,United States,United States,Leawood,Sports,['Sports'],,,False,
2024,4,2152,1.4 B,Hunt,Sharron,Sharron Hunt & family,1958-02-15,66,Female,United States,United States,Dallas,Sports,['Sports'],,,False,
2024,4,2152,1.4 B,Jin,Lei,Jin Lei,1965-08-01,58,Male,China,China,Changchun,Healthcare,['Healthcare'],,,True,Decreased
2024,4,2152,1.4 B,Junqueira,Cristina,Cristina Junqueira,1982-09-15,41,Female,Brazil,Brazil,São Paulo,Finance & Investments,['Finance & Investments'],,,True,
2024,4,2152,1.4 B,Karim,Bachtiar,Bachtiar Karim,1957-11-05,66,Male,Indonesia,Singapore,Singapore,Manufacturing,['Manufacturing'],,,False,
2024,4,2152,1.4 B,Ke,Zunhong,Ke Zunhong & family,1954-07-01,69,Male,China,China,Chengdu,Healthcare,['Healthcare'],,,True,Remained Even
2024,4,2152,1.4 B,Keywell,Brad,Brad Keywell,1969-10-27,54,Male,United States,United States,Chicago,Technology,['Technology'],,,True,Increased
2024,4,2152,1.4 B,Kim,Jung-min,Kim Jung-min,2002-01-01,22,Female,South Korea,South Korea,Jeju,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2024,4,2152,1.4 B,Kim,Jung-youn,Kim Jung-youn,2004-01-01,20,Female,South Korea,South Korea,Jeju,Media & Entertainment,['Media & Entertainment'],,,False,Decreased
2024,4,2152,1.4 B,Koch,Jim,Jim Koch,1949-05-27,74,Male,United States,United States,Newton,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,2152,1.4 B,Kolesnikov,Sergei,Sergei Kolesnikov,1972-02-25,52,Male,Russia,Russia,Moscow,Manufacturing,['Manufacturing'],,,True,Remained Even
2024,4,2152,1.4 B,Koo,Angelo,Angelo Koo,1965-12-02,58,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,
2024,4,2152,1.4 B,Kucera,Eduard,Eduard Kucera,1953-01-11,71,Male,Czech Republic,Czech Republic,Prague,Technology,['Technology'],,,True,Increased
2024,4,2152,1.4 B,Kunhikannan,Ramesh,Ramesh Kunhikannan,1964-02-28,60,Male,India,India,Mysore,Manufacturing,['Manufacturing'],,,True,
2024,4,2152,1.4 B,Kuriwada,Eiichi,Eiichi Kuriwada,1946-10-10,77,Male,Japan,Japan,Osaka,Logistics,['Logistics'],,,False,Decreased
2024,4,2152,1.4 B,Kwek,Leng Keow,Kwek Leng Keow,1952-01-01,72,Male,Singapore,Singapore,Singapore,Diversified,['Diversified'],,,False,Remained Even
2024,4,2152,1.4 B,Kwek,Leng Peck,Kwek Leng Peck,1956-01-01,68,Male,Singapore,Singapore,Singapore,Diversified,['Diversified'],,,False,Remained Even
2024,4,2152,1.4 B,Kwok,Christopher,Christopher Kwok,1986-04-01,38,Male,Hong Kong,Hong Kong,Hong Kong,Real Estate,['Real Estate'],,,False,Decreased
